n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
5068,633642,15,8,9,4,3,1871,243,163,46,21,108,79,22,21,38,40,37,21,9,9,6,9,11,4,3
5069,634175,15,10,9,4,3,1575,192,138,39,17,108,82,20,20,33,38,37,21,9,7,6,9,10,3,3
5070,634176,15,12,8,4,3,1230,146,108,32,13,118,96,24,25,34,47,42,24,10,7,6,8,9,3,3
5071,634178,16,14,8,3,3,900,110,79,25,10,138,115,30,33,38,64,51,28,12,7,8,8,7,3,2
5072,634178,23,18,7,3,2,614,86,57,20,9,162,132,34,41,44,81,59,32,14,8,19,9,6,3,2
5073,634179,42,25,7,3,2,422,79,47,17,10,178,140,35,45,47,92,63,33,14,8,45,12,5,2,2
5074,634621,75,36,8,3,2,311,87,47,16,13,174,134,33,44,46,92,59,32,14,7,92,17,5,2,2
5075,634622,75,36,8,3,2,311,87,47,16,13,174,134,33,44,46,92,59,32,14,7,92,17,5,2,2
5076,634622,119,49,9,4,2,247,100,53,16,16,147,112,28,38,41,80,48,26,11,6,154,24,5,2,2
5077,635270,191,65,11,4,1,164,112,62,15,21,63,51,13,21,27,39,19,11,6,4,257,32,6,1,2
5078,635271,191,65,11,4,1,164,112,62,15,21,63,51,13,21,27,39,19,11,6,4,257,32,6,1,2
5079,635272,194,62,11,4,1,134,104,60,15,22,31,27,8,14,22,22,9,5,3,3,265,31,6,2,1
5080,635273,174,53,11,4,1,112,90,54,14,21,14,13,6,12,19,11,3,2,2,2,239,27,6,2,1
5081,635274,134,32,9,3,1,95,53,36,13,16,10,6,7,12,17,5,0,1,2,2,159,16,5,2,2
5082,635708,134,32,9,3,1,95,53,36,13,16,10,6,7,12,17,5,0,1,2,2,159,16,5,2,2
5083,635710,151,28,8,2,1,92,37,28,13,13,12,5,8,12,15,4,0,1,1,3,147,14,4,2,2
5084,635710,201,30,8,2,2,94,27,21,13,11,13,4,9,11,14,4,0,1,1,3,163,14,4,2,2
5085,635710,267,36,8,2,1,91,21,17,13,10,13,4,9,9,13,3,1,1,1,3,197,16,4,2,2
5086,636254,323,40,8,3,1,84,19,14,12,8,12,4,9,8,12,3,1,1,1,3,226,18,3,2,1
5087,636255,343,40,7,3,1,70,17,12,11,7,10,4,10,7,12,2,1,1,1,2,233,17,3,2,1
5088,636255,319,35,7,2,1,58,14,12,10,7,8,5,11,6,13,2,1,1,1,2,213,15,3,2,1
5089,636256,267,31,8,2,1,55,13,13,9,6,7,6,12,7,13,1,2,1,1,2,184,12,2,2,1
5090,636681,219,34,9,2,1,74,14,17,9,6,7,8,15,7,14,1,2,1,1,2,170,11,2,1,1
5091,636682,198,46,13,2,1,114,20,24,11,7,7,11,19,7,14,2,2,1,1,2,190,13,2,1,1
5092,636682,209,65,16,3,1,170,31,31,13,7,8,12,22,7,14,2,3,1,2,1,240,18,2,1,1
5093,636682,235,81,19,3,2,224,43,37,16,8,8,13,25,7,13,2,3,2,2,1,298,23,2,1,1
5094,637215,249,89,20,3,2,257,52,40,18,8,8,12,25,7,13,3,3,2,2,2,332,26,2,1,1
5095,637215,234,84,19,2,2,258,54,40,19,8,8,10,24,7,12,3,2,2,2,2,322,24,3,1,1
5096,637216,194,70,16,2,2,245,52,40,19,9,8,8,21,7,12,4,2,2,2,2,270,20,3,1,1
5097,637217,159,55,15,3,2,241,56,46,21,9,10,6,17,7,12,6,2,2,2,2,205,15,5,2,1
5098,637654,153,45,15,6,4,312,79,66,26,11,16,5,14,6,13,13,1,2,2,3,158,13,8,4,2
5099,637655,221,52,22,12,12,819,228,181,47,16,60,4,9,9,14,49,2,5,4,5,155,22,23,10,8
5100,637656,254,60,28,15,19,1221,368,297,66,21,107,4,9,12,14,85,4,8,5,6,177,34,33,13,15
5101,638174,258,66,34,17,28,1609,536,457,90,26,173,4,10,16,15,141,6,11,6,9,192,52,43,15,25
5102,638176,230,67,40,17,36,1892,711,640,120,34,249,4,11,21,16,212,11,15,6,11,190,74,51,15,34
5103,638176,182,67,48,17,42,1997,863,812,153,42,321,6,13,26,18,288,22,24,8,14,175,94,61,15,43
5104,638178,182,67,48,17,42,1997,863,812,153,42,321,6,13,26,18,288,22,24,8,14,175,94,61,15,43
5105,638625,96,72,87,25,44,2223,1003,986,210,57,386,12,16,35,27,385,71,71,18,19,158,114,106,24,47
5106,638626,76,78,119,36,41,2514,968,950,226,60,369,28,26,41,34,387,110,109,27,20,172,114,144,36,45
5107,638626,65,86,149,48,38,2897,872,842,227,59,337,69,53,50,41,369,160,150,37,21,197,110,181,50,41
5108,638627,65,86,149,48,38,2897,872,842,227,59,337,69,53,50,41,369,160,150,37,21,197,110,181,50,41
5109,639315,52,90,170,62,34,3755,590,532,186,48,313,249,166,66,54,335,275,201,47,20,239,99,206,67,35
5110,639315,52,90,170,62,34,3755,590,532,186,48,313,249,166,66,54,335,275,201,47,20,239,99,206,67,35
5111,639317,46,83,151,58,33,4028,463,398,151,42,349,364,228,70,59,355,322,197,45,19,233,91,182,64,33
5112,639317,44,72,118,48,31,4068,377,303,114,38,450,472,276,78,70,434,354,180,42,18,204,82,141,54,30
5113,639318,45,60,88,36,28,3923,339,245,81,36,647,567,309,96,98,593,371,169,45,21,164,68,102,41,27
5114,639318,60,51,83,31,29,3773,349,220,61,42,947,647,332,131,150,835,381,181,60,29,130,54,87,35,28
5115,639774,104,50,119,38,36,3779,387,218,61,57,1308,712,352,178,223,1129,385,221,85,43,121,45,113,43,36
5116,639776,182,60,195,59,51,4039,426,234,85,84,1637,752,369,225,296,1407,384,276,112,59,142,47,181,65,51
5117,639776,291,81,289,87,70,4360,442,254,126,117,1826,756,373,255,347,1576,371,322,132,74,182,60,268,96,71
5118,640301,410,106,369,113,87,4546,429,262,170,148,1793,708,355,255,358,1569,339,336,136,82,226,78,345,125,89
5119,640302,522,125,405,126,96,4348,395,250,201,166,1534,605,307,225,322,1372,285,308,121,80,255,93,382,139,98
5120,640303,599,133,385,122,92,3743,356,220,208,165,1127,459,233,172,253,1047,212,244,93,69,258,100,368,135,95
5121,640304,629,126,317,102,78,2892,325,180,188,145,694,299,149,112,172,684,134,164,61,53,235,97,306,113,80
5122,640305,602,108,224,72,58,2005,306,139,149,113,351,163,82,62,104,383,68,91,33,36,194,84,219,80,59
5123,640747,531,84,135,43,38,1233,292,104,103,80,144,74,45,30,61,181,26,41,16,22,146,66,133,48,38
5124,640749,425,61,71,21,24,680,274,80,63,54,59,33,36,16,44,80,8,16,9,13,101,47,70,23,23
5125,640749,311,41,38,9,17,376,248,67,37,41,42,24,41,13,41,43,5,8,7,9,65,31,36,10,15
5126,641292,202,27,27,5,14,282,219,67,26,37,41,24,48,12,43,30,5,6,7,7,41,19,24,5,12
5127,641292,114,17,24,4,13,332,202,82,25,39,39,26,52,13,44,23,5,5,6,6,25,11,20,4,11
5128,641293,52,10,22,5,11,456,197,106,29,41,34,29,53,14,44,17,4,4,5,5,15,7,18,4,10
5129,641294,20,6,20,5,9,627,204,137,37,42,27,31,52,15,43,12,4,4,4,5,10,5,15,4,8
5130,641726,7,4,12,4,5,892,219,185,53,39,15,32,42,16,36,7,3,2,2,5,8,6,9,3,6
5131,641728,7,4,9,4,4,893,206,187,56,35,11,31,35,15,32,6,3,2,1,5,9,6,6,3,5
5132,641728,7,4,9,4,4,893,206,187,56,35,11,31,35,15,32,6,3,2,1,5,9,6,6,3,5
5133,641728,10,3,4,3,3,637,142,140,46,24,7,25,22,15,26,5,2,1,1,5,12,5,4,2,3
5134,642259,10,3,4,3,3,637,142,140,46,24,7,25,22,15,26,5,2,1,1,5,12,5,4,2,3
5135,642259,12,3,3,3,2,492,109,107,36,19,7,21,17,15,25,4,1,1,1,4,14,4,4,2,3
5136,642260,15,4,3,3,2,400,87,79,28,16,6,17,13,17,24,3,1,1,1,3,16,5,4,2,2
5137,642261,20,5,2,3,2,401,82,61,23,16,6,13,10,21,24,3,1,1,1,3,19,5,4,2,2
5138,642695,28,7,2,3,2,460,95,55,23,17,6,9,7,27,24,2,1,1,1,2,22,7,4,2,2
5139,642696,37,9,3,3,2,539,123,59,27,19,5,8,5,34,24,2,1,1,1,2,27,9,3,2,2
5140,642696,45,13,3,3,2,607,162,70,35,21,5,7,4,42,23,2,1,2,1,1,32,11,3,2,2
5141,642697,49,15,3,3,2,638,213,82,45,22,4,7,5,48,23,2,1,2,1,1,34,12,4,2,2
5142,643230,49,16,4,3,2,655,273,91,55,24,4,8,8,53,22,2,1,2,1,2,34,12,4,2,2
5143,643230,43,15,5,3,2,666,331,93,63,25,5,9,13,56,23,2,1,2,1,2,29,10,4,2,2
5144,643230,34,12,6,3,2,759,370,90,67,26,6,9,20,57,24,1,1,1,1,2,23,8,4,2,1
5145,643231,25,9,6,3,2,974,380,89,68,27,7,9,28,57,25,1,1,1,1,3,16,5,4,2,1
5146,643785,17,6,6,3,2,1351,359,92,66,27,8,9,35,56,27,1,0,1,1,3,11,3,3,2,1
5147,643786,13,4,6,3,2,1799,315,102,61,27,9,8,39,55,26,1,0,1,1,3,9,2,3,2,1
5148,643787,12,3,6,3,2,2209,264,115,55,26,10,7,38,52,25,1,0,1,1,3,9,2,3,2,1
5149,643801,12,3,5,3,1,2410,220,122,48,24,11,7,34,49,23,1,0,1,1,2,8,2,3,2,1
5150,644339,12,3,4,3,1,2302,193,120,43,22,13,6,28,44,20,2,1,1,1,2,7,2,2,1,1
5151,644340,11,3,4,3,1,1924,180,105,39,20,15,6,23,37,19,2,1,1,1,2,6,2,2,1,1
5152,644341,16,4,4,2,1,1365,171,83,37,19,17,7,19,30,19,2,1,1,1,1,8,2,2,1,1
5153,644342,35,7,4,2,1,814,158,59,37,19,18,7,17,24,20,2,1,1,1,1,20,4,2,1,1
5154,644342,72,13,5,2,1,379,136,41,37,19,17,7,15,21,22,2,1,1,1,1,42,7,2,1,1
5155,644797,124,21,7,1,1,128,107,29,37,19,15,7,14,19,24,2,0,1,1,1,73,12,2,0,1
5156,644797,180,30,8,1,1,37,78,22,35,18,12,6,12,19,26,2,0,1,1,1,105,17,2,0,1
5157,644797,221,36,9,1,1,27,54,17,31,18,9,6,9,21,29,2,0,1,1,2,127,20,2,1,1
5158,645344,236,38,9,1,1,38,38,16,26,18,7,6,7,22,31,3,1,1,2,2,133,20,2,1,1
5159,645346,218,35,8,1,1,60,33,17,21,17,7,6,5,23,32,4,1,2,2,3,121,18,2,1,1
5160,645347,176,28,7,1,1,95,38,22,19,17,8,8,6,22,31,6,2,3,3,5,96,14,2,1,1
5161,645347,123,19,8,1,1,159,49,32,19,17,12,11,7,20,29,9,3,4,3,6,65,10,2,1,1
5162,645348,43,7,16,3,2,341,73,56,23,17,22,14,10,15,24,16,4,6,3,8,19,6,11,2,3
5163,645776,25,5,22,4,3,436,78,63,25,17,28,14,11,13,23,19,5,6,3,8,9,7,18,4,4
5164,645778,25,5,22,4,3,436,78,63,25,17,28,14,11,13,23,19,5,6,3,8,9,7,18,4,4
5165,645779,19,6,29,6,5,510,78,65,26,16,35,12,11,13,22,21,5,7,3,7,7,9,24,5,5
5166,646317,28,10,32,8,6,533,74,61,26,16,41,11,10,14,22,22,5,7,4,5,12,11,28,7,6
5167,646318,112,28,29,9,6,442,66,47,22,16,45,10,9,17,23,20,5,5,3,3,58,19,26,8,6
5168,646319,112,28,29,9,6,442,66,47,22,16,45,10,9,17,23,20,5,5,3,3,58,19,26,8,6
5169,646319,181,39,24,8,5,351,63,41,19,17,40,12,8,17,23,17,5,4,3,2,95,24,21,7,5
5170,646320,246,49,18,7,4,256,60,38,16,16,32,14,9,16,24,14,5,3,3,2,131,28,14,6,4
5171,646757,285,53,13,5,2,183,56,36,15,16,23,15,9,14,24,11,5,2,2,1,152,30,9,4,2
5172,646758,284,51,9,3,2,153,58,40,14,14,16,15,10,11,25,8,4,1,1,1,153,29,5,3,1
5173,646759,243,43,7,2,1,172,69,50,15,12,12,14,10,8,25,6,4,1,1,1,131,25,3,2,1
5174,647282,177,31,6,1,1,235,90,67,17,11,12,12,10,7,24,4,3,1,1,1,95,19,2,1,1
5175,647284,108,20,5,1,1,317,117,86,19,10,15,9,10,7,22,4,3,1,1,1,57,14,1,1,1
5176,647284,54,13,4,1,1,389,140,102,20,9,18,6,9,7,19,3,2,1,1,1,27,9,1,1,1
5177,647285,24,9,4,1,1,414,150,108,19,9,21,5,9,9,16,3,2,2,1,1,10,6,1,1,1
5178,647886,13,7,4,1,1,385,141,102,18,9,24,5,8,10,14,3,1,2,1,1,4,5,2,1,1
5179,647886,12,8,4,1,1,305,118,85,16,10,25,7,8,12,13,2,1,2,1,1,3,5,3,1,1
5180,647886,12,8,4,1,1,206,87,64,15,10,25,10,8,12,14,2,1,1,1,1,4,5,3,1,1
5181,647887,13,7,3,1,1,117,60,43,15,11,23,13,9,12,17,2,1,1,1,1,4,5,3,1,1
5182,647887,15,7,3,1,1,61,41,27,14,12,20,16,10,12,21,1,1,1,1,1,5,4,3,1,1
5183,648432,16,5,3,1,1,40,32,18,13,13,17,17,11,11,24,1,1,0,1,1,6,4,2,1,0
5184,648433,17,4,2,1,1,44,30,13,12,13,14,16,13,10,26,2,1,0,1,1,6,3,2,0,0
5185,648433,16,3,2,1,1,55,31,10,10,14,11,14,15,9,26,2,2,0,1,1,6,2,2,1,0
5186,648434,14,3,3,1,1,62,31,7,9,13,8,11,17,7,26,2,2,0,1,1,5,2,1,1,0
5187,648435,10,3,3,1,0,61,31,6,8,13,6,9,18,6,24,2,2,0,1,1,5,2,1,1,0
5188,648903,7,3,3,1,0,55,29,5,8,11,5,8,18,5,22,2,2,0,1,1,4,2,1,1,0
5189,648904,5,4,3,2,0,46,26,5,9,11,4,8,18,4,20,2,2,0,1,1,5,2,1,1,0
5190,648905,9,4,3,2,0,36,23,6,9,10,5,9,17,4,19,2,2,0,1,1,8,2,1,1,0
5191,649444,25,6,2,2,0,29,20,7,10,10,6,10,16,5,17,2,2,0,1,1,21,4,1,1,0
5192,649445,64,9,2,2,1,25,17,9,10,10,7,11,16,6,16,2,2,0,1,1,50,7,1,1,0
5193,649446,124,15,3,1,1,24,16,12,10,10,8,12,16,9,15,2,1,0,1,1,95,11,1,1,0
5194,649447,195,22,4,1,1,24,15,14,10,11,9,12,17,12,14,2,1,0,1,1,146,17,1,1,0
5195,649448,256,28,5,1,1,27,15,15,9,11,9,13,16,14,15,2,1,0,1,1,190,21,2,1,0
5196,649893,287,32,6,2,1,34,17,15,9,12,10,13,14,15,16,2,0,0,1,1,210,23,2,1,0
5197,649893,278,31,7,2,1,45,20,18,10,12,11,12,12,14,17,2,0,0,1,1,201,21,2,0,0
5198,649893,230,26,7,2,1,57,24,24,12,12,12,11,9,12,18,2,1,1,1,1,164,17,2,0,0
5199,650414,161,20,6,2,0,67,28,36,17,12,12,9,7,9,19,2,1,1,1,1,113,12,2,0,0
5200,650415,104,16,5,2,0,73,30,51,23,12,13,8,5,7,19,2,1,1,1,1,70,8,2,0,0
5201,650416,97,16,4,2,0,77,31,65,28,12,12,7,4,6,19,1,1,2,1,1,57,8,2,0,0
5202,650429,154,21,4,2,0,78,29,74,30,13,11,6,4,5,19,1,1,2,1,1,81,10,2,0,0
5203,650429,255,29,3,1,0,81,27,73,29,14,9,7,4,6,18,1,1,2,1,1,130,14,2,0,0
5204,650863,360,37,3,1,1,89,25,65,26,15,7,7,4,6,17,2,1,2,1,1,182,18,2,0,1
5205,650866,424,42,3,1,1,102,25,52,22,16,6,8,4,7,16,2,1,2,1,1,213,20,1,0,1
5206,650867,428,42,3,1,1,120,28,40,19,17,4,9,4,7,14,1,0,1,1,1,212,20,1,0,1
5207,651402,370,37,3,1,1,136,34,31,17,18,3,9,4,7,13,1,0,1,1,2,181,18,2,0,1
5208,651404,272,28,3,1,1,141,40,29,18,19,2,10,3,7,11,1,0,1,1,2,132,14,2,0,1
5209,651406,166,19,3,1,1,137,48,34,21,20,2,10,4,6,11,1,0,1,1,2,80,10,2,1,1
5210,651406,81,12,3,1,1,129,65,47,25,22,2,9,4,6,11,1,1,1,1,2,38,6,2,1,1
5211,651854,31,7,4,1,1,125,93,69,32,24,1,8,6,5,11,2,1,1,1,3,14,4,2,1,1
5212,651855,12,5,3,1,1,129,130,95,39,25,2,7,7,5,13,2,1,1,1,3,4,3,2,1,1
5213,651856,8,5,4,1,1,139,169,121,46,25,2,6,9,5,15,3,1,1,1,3,3,2,2,2,1
5214,651856,9,6,4,1,1,148,196,137,50,24,3,5,10,5,17,3,2,1,1,3,4,2,2,2,1
5215,652525,8,6,5,1,1,148,203,137,50,23,4,5,11,5,18,3,2,1,1,3,5,2,3,2,1
5216,652529,7,5,6,2,1,134,185,122,45,21,5,5,12,6,18,3,2,1,1,2,6,2,3,2,1
5217,652532,6,5,7,2,1,110,149,97,36,19,5,5,13,7,17,3,2,1,1,2,7,2,4,2,1
5218,652534,5,4,7,2,1,84,108,69,27,17,6,5,14,7,15,2,2,1,1,2,7,2,4,2,1
5219,652535,4,3,6,2,1,66,72,46,18,15,6,5,13,7,13,2,1,1,1,1,6,2,4,2,1
5220,652989,4,2,5,2,1,57,49,33,12,13,7,5,13,8,12,2,1,1,1,1,6,2,3,2,1
5221,652991,5,2,4,2,1,54,38,29,9,12,7,5,12,8,12,1,1,1,1,1,5,2,2,2,1
5222,652991,6,3,3,2,1,53,32,29,8,11,8,5,11,8,13,1,1,1,1,1,4,1,2,1,1
5223,652992,7,3,2,2,1,52,27,29,8,11,9,6,10,9,15,2,1,1,1,1,3,1,1,1,1
5224,653528,7,4,2,2,1,55,22,30,9,11,9,7,11,9,17,2,1,1,0,1,2,1,1,1,1
5225,653530,8,5,1,2,1,63,17,32,10,13,9,8,11,9,20,2,1,0,0,1,1,1,0,1,1
5226,653532,7,6,1,1,1,76,16,35,12,15,8,9,12,9,21,2,1,0,1,1,1,2,0,1,1
5227,653533,7,7,1,1,1,91,16,37,14,18,8,9,13,9,21,2,1,0,1,1,1,2,0,1,1
5228,653985,6,6,1,1,1,104,18,38,15,20,8,10,13,8,20,3,2,0,1,1,1,2,0,1,1
5229,653986,6,6,2,1,1,109,20,36,15,21,10,10,13,7,19,7,2,1,1,1,2,2,1,1,1
5230,653987,5,5,2,1,1,104,21,31,15,21,14,12,15,6,18,15,3,1,1,1,2,2,1,1,1
5231,653989,5,4,2,2,1,93,24,25,15,21,20,14,17,6,17,28,4,2,1,1,2,2,1,1,1
5232,654556,5,3,2,2,1,84,28,19,16,19,28,17,21,6,17,44,6,5,2,1,3,2,1,1,1
5233,654557,5,3,3,2,1,82,33,15,18,19,51,25,26,8,19,64,12,10,4,2,4,2,2,1,1
5234,654557,5,3,3,2,1,91,38,15,21,18,101,43,33,12,22,91,22,19,7,3,5,2,2,1,1
5235,654558,6,3,3,2,1,112,45,19,24,19,184,70,42,18,27,125,38,31,11,3,7,3,2,2,1
5236,654559,7,4,3,3,1,135,52,26,27,20,286,103,50,24,31,161,55,45,15,4,8,4,3,2,1
5237,655026,8,5,4,3,1,160,59,37,27,20,379,133,55,29,34,190,70,55,17,5,9,5,3,3,1
5238,655027,8,7,4,3,1,176,65,50,26,20,431,150,56,30,34,202,77,59,18,6,9,6,4,3,1
5239,655027,8,9,4,4,1,185,69,63,24,20,423,148,51,27,32,192,74,55,17,6,9,9,4,4,1
5240,655567,8,11,5,4,1,184,70,72,21,19,357,127,43,22,28,161,61,45,14,5,8,11,5,4,1
5241,655569,7,12,6,5,1,176,67,77,20,18,257,94,34,15,22,117,42,32,10,5,7,13,6,4,1
5242,655569,8,12,8,5,1,168,61,76,20,17,159,60,28,10,18,77,25,20,7,4,6,15,8,4,2
5243,655570,8,12,10,5,1,164,57,71,22,16,89,34,25,7,15,49,13,12,5,3,6,15,9,4,2
5244,655571,9,11,11,4,1,166,55,64,26,16,58,23,25,7,14,39,9,9,5,3,6,15,10,4,2
5245,656052,9,10,12,4,2,173,57,56,30,16,57,25,27,8,14,45,14,10,7,3,6,14,10,4,2
5246,656053,10,11,11,4,3,176,60,49,32,15,68,32,28,10,16,57,25,15,10,3,6,13,10,4,3
5247,656054,12,14,11,4,3,176,62,42,33,14,75,41,29,12,18,66,39,21,13,3,7,13,9,4,3
5248,656721,14,17,10,4,4,162,60,38,32,14,77,47,28,13,20,69,53,27,15,3,7,13,8,4,3
5249,656722,16,20,10,5,5,139,54,35,30,14,72,49,26,12,22,67,63,30,16,3,7,13,9,4,4
5250,656724,17,21,11,5,5,104,47,37,28,14,62,47,24,12,23,59,64,29,15,3,7,13,11,5,4
5251,656724,20,21,12,5,5,73,45,43,25,15,51,43,21,12,22,50,58,26,13,3,8,13,13,5,4
5252,656726,28,19,12,4,4,52,49,51,22,16,41,38,18,12,20,45,49,22,10,3,10,13,15,5,4
5253,656726,46,16,13,4,4,45,59,58,20,16,35,34,16,13,18,48,41,19,7,2,14,13,17,5,4
5254,657293,73,13,14,3,4,54,70,61,17,16,35,32,16,15,16,62,38,17,5,2,21,12,17,4,4
5255,657293,106,11,13,3,4,79,80,60,14,15,37,33,16,17,15,82,41,17,4,2,29,11,15,4,4
5256,657294,143,11,13,2,3,126,86,54,13,14,41,35,17,19,15,100,47,16,3,2,42,11,13,3,4
5257,657294,180,14,12,2,3,200,89,48,13,13,43,38,18,20,14,110,51,14,3,2,63,11,11,3,3
5258,657756,215,20,11,2,2,298,91,41,15,12,53,40,18,21,14,111,51,12,3,2,92,13,9,3,3
5259,657757,243,28,10,2,2,404,91,35,17,12,90,40,18,21,15,112,47,10,2,2,126,17,8,2,2
5260,657758,259,35,9,2,1,491,91,31,19,12,167,40,17,22,15,124,41,9,2,2,153,21,7,2,2
5261,657759,256,40,7,2,1,537,88,27,19,12,284,39,16,21,15,156,35,10,2,2,167,24,5,2,1
5262,658308,232,39,5,2,1,523,83,23,18,12,426,38,14,20,16,205,30,12,2,2,160,25,4,2,1
5263,658308,190,35,4,2,1,457,77,18,16,11,559,41,12,19,18,258,27,13,3,3,134,22,3,2,1
5264,658308,136,26,3,1,1,357,70,14,14,11,648,48,12,18,21,299,28,14,3,4,96,17,2,2,1
5265,658309,83,18,2,1,1,254,64,12,12,10,660,60,14,18,24,308,32,14,5,6,57,11,2,1,1
5266,658310,43,11,2,1,1,188,60,11,12,9,603,74,16,19,27,287,40,13,6,7,28,6,2,1,1
5267,658763,20,8,1,1,1,206,58,12,13,9,506,88,19,21,30,248,50,12,7,8,11,4,1,1,1
5268,658763,14,9,1,1,1,335,60,16,15,10,401,100,19,22,32,203,60,10,7,8,5,4,2,2,1
5269,658765,16,10,1,2,1,552,68,20,18,11,318,108,19,22,33,165,67,9,6,7,4,6,2,2,1
5270,659312,20,11,1,2,1,805,85,25,20,12,264,109,17,21,33,135,70,8,5,6,5,7,2,2,1
5271,659314,27,12,1,2,1,1013,106,29,21,13,233,105,16,20,32,114,67,8,3,5,8,7,2,2,1
5272,659318,40,11,1,2,1,1106,124,34,21,14,209,97,16,18,30,97,60,8,2,4,14,7,2,2,1
5273,659319,62,10,2,2,1,1059,135,39,20,15,185,87,17,16,28,79,49,9,2,4,25,7,2,2,1
5274,659320,94,9,2,2,1,904,136,46,18,17,157,77,19,15,26,61,37,10,1,3,42,7,3,2,2
5275,659752,131,9,3,2,2,714,131,56,18,22,127,65,20,13,24,42,26,11,2,3,63,7,3,2,2
5276,659753,166,10,3,2,1,560,125,67,20,27,100,53,21,12,22,27,17,10,2,4,83,8,3,2,2
5277,659754,192,11,4,3,1,478,125,75,24,32,81,42,20,10,19,17,11,9,2,4,97,9,3,3,2
5278,660302,205,13,5,3,1,455,134,79,29,36,70,32,18,8,17,11,8,6,2,4,104,10,3,3,2
5279,660303,204,15,5,3,1,466,145,74,36,39,61,24,16,6,15,9,6,5,2,4,100,10,3,3,1
5280,660303,194,16,5,3,1,559,159,64,42,40,53,18,13,5,12,7,5,3,3,4,91,9,3,3,1
5281,660305,175,16,4,2,1,830,181,53,49,41,43,13,9,3,11,6,4,2,3,4,77,8,3,2,1
5282,660306,150,15,4,2,1,1333,222,47,56,44,34,10,7,3,10,6,4,2,3,5,63,7,3,2,1
5283,660758,121,13,3,2,1,1979,291,48,62,48,25,9,5,2,10,7,3,2,3,5,49,6,4,2,1
5284,660759,89,11,3,2,1,2601,406,60,67,53,20,7,3,2,11,8,4,2,3,6,36,5,5,2,2
5285,660759,58,9,3,2,2,3062,588,87,71,59,17,6,4,3,13,10,4,2,3,6,24,5,5,2,2
5286,661480,34,7,2,2,2,3291,833,136,75,65,17,6,5,3,14,13,5,3,3,7,16,4,5,2,2
5287,661480,20,5,3,2,2,3295,1106,201,80,70,19,6,7,3,15,17,5,3,2,7,11,4,5,2,2
5288,661481,13,4,3,2,3,3199,1342,268,83,74,23,9,8,3,16,24,6,3,2,7,9,4,4,1,3
5289,661482,10,4,4,2,3,3037,1470,318,85,75,30,13,10,4,15,32,6,3,2,6,8,4,4,1,3
5290,661483,8,4,5,2,3,2829,1447,338,81,71,40,19,11,4,14,41,6,3,2,6,7,4,4,1,3
5291,661484,6,5,7,2,3,2570,1275,322,73,63,50,26,11,4,13,47,7,4,2,5,6,4,5,1,3
5292,661963,7,7,8,2,4,2263,1012,279,62,52,59,30,10,5,11,48,7,4,2,5,6,4,5,1,4
5293,661963,11,12,10,4,7,1989,734,226,49,42,62,31,10,6,11,45,8,5,2,6,5,5,7,4,7
5294,661963,22,20,15,11,15,1873,513,184,41,34,60,29,11,8,11,42,8,7,3,8,6,9,12,11,15
5295,661964,40,32,27,27,29,2032,382,167,41,30,53,25,15,11,12,43,10,11,6,14,13,15,24,27,29
5296,662512,59,47,49,51,49,2421,329,174,50,30,46,23,25,15,15,51,12,16,11,22,27,26,48,53,50
5297,662513,77,63,83,83,71,2859,307,196,67,32,48,26,38,20,20,64,16,21,18,30,49,38,82,85,73
5298,662513,85,76,122,116,90,3130,282,221,84,34,70,39,53,25,26,81,22,27,26,37,72,50,122,119,93
5299,662513,85,84,162,144,102,3088,249,244,97,35,117,60,64,29,32,100,30,31,32,41,94,60,163,146,105
5300,662970,74,87,194,159,104,2752,218,261,100,35,183,87,69,33,37,120,39,32,36,40,104,69,196,161,107
5301,662971,59,88,213,162,97,2263,204,274,93,35,266,115,67,35,39,136,48,33,38,36,102,78,218,162,99
5302,662971,43,94,222,154,86,1844,216,292,83,34,366,139,60,37,39,144,54,34,36,31,87,90,232,152,86
5303,662973,34,107,228,143,77,1699,268,333,78,34,483,158,54,39,36,144,57,38,34,27,69,109,243,140,75
5304,663521,31,129,235,134,71,1892,368,406,85,35,631,168,50,42,32,141,57,47,32,25,54,135,254,131,67
5305,663522,34,155,242,131,70,2287,501,504,102,36,804,169,50,45,28,144,54,59,31,25,49,163,261,126,65
5306,663522,39,174,243,130,70,2711,637,603,121,36,978,162,50,46,24,159,49,68,31,26,54,186,258,125,64
5307,663522,41,179,231,127,68,2946,740,675,135,35,1117,151,49,45,21,187,42,71,29,26,63,194,240,121,62
5308,663983,40,166,204,118,63,2864,785,696,134,32,1181,139,44,39,18,216,35,67,26,25,68,184,207,112,57
5309,663984,37,137,169,103,54,2439,760,656,119,28,1163,127,38,31,16,239,29,57,22,22,69,157,166,98,50
5310,663984,33,101,133,84,44,1780,681,564,93,23,1069,116,32,21,15,249,23,45,17,18,63,121,126,80,43
5311,663985,36,67,100,64,35,1210,580,441,66,19,939,104,29,13,14,246,18,33,12,14,66,85,94,62,36
5312,664529,52,42,75,46,28,1038,508,323,45,16,815,89,29,8,15,228,14,23,8,10,76,54,70,45,30
