n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
247,30922,11,2,3,1,1,2,1,0,0,0,1,1,1,2,2,2,1,1,1,1,10,1,3,1,1
248,31048,8,1,2,1,1,2,1,0,0,0,1,0,1,2,2,2,1,1,1,1,8,1,2,1,1
249,31172,6,1,2,1,0,2,1,1,0,0,2,0,1,2,2,3,1,1,1,1,7,1,2,1,1
250,31300,5,1,2,1,0,2,1,1,0,0,2,0,1,2,2,3,2,2,1,1,6,1,1,1,0
251,31423,5,1,2,1,0,2,1,1,0,0,2,1,1,2,2,4,2,2,1,1,6,2,1,1,0
252,31548,4,2,2,0,0,1,1,1,0,0,2,1,1,1,2,4,2,2,1,1,6,2,1,0,0
253,31672,4,2,2,0,0,1,1,1,1,0,2,1,1,1,3,6,2,3,1,1,5,3,1,0,0
254,31798,3,2,2,0,0,1,0,1,1,0,2,1,1,1,3,8,2,3,1,1,4,3,1,0,0
255,31923,3,3,2,0,0,1,0,1,1,0,2,2,1,1,3,10,3,4,1,1,3,3,1,0,0
256,32048,3,3,2,1,0,1,0,1,1,0,3,2,0,1,2,12,3,4,1,1,4,3,1,1,0
257,32176,4,3,2,1,0,1,1,1,1,0,3,2,0,1,2,13,3,4,1,1,5,3,1,1,0
258,32298,6,2,2,1,0,1,1,1,1,0,3,2,0,1,2,13,3,3,1,1,7,2,1,1,0
259,32423,8,2,1,1,0,1,1,1,1,0,4,3,0,1,2,12,3,3,1,1,10,2,1,1,0
260,32549,10,2,1,1,0,2,1,1,1,0,4,3,0,1,2,10,3,2,1,1,12,2,1,1,0
261,32673,11,2,1,1,0,2,1,0,1,0,4,3,0,2,2,9,3,2,1,1,13,2,1,1,0
262,32799,11,2,1,1,0,2,1,0,1,0,4,3,0,2,2,7,3,1,1,1,13,2,2,0,0
263,32924,10,2,1,0,0,3,1,0,1,0,4,3,0,2,2,6,3,1,1,1,11,2,2,0,0
264,33048,8,1,1,0,0,3,1,0,1,0,4,4,0,2,2,5,2,1,1,1,9,2,2,0,0
265,33173,6,1,1,0,0,3,1,0,1,0,3,4,0,2,2,4,2,1,1,1,6,2,2,0,0
266,33297,4,1,2,0,0,3,1,0,1,0,3,4,1,2,2,2,1,1,1,1,4,2,2,0,0
267,33423,2,2,2,0,0,3,1,0,1,0,3,4,1,2,2,2,1,1,1,1,3,2,1,0,0
268,33548,1,2,2,0,0,3,1,0,1,0,4,5,1,2,2,1,1,1,1,1,2,2,1,0,0
269,33673,1,2,2,0,0,2,1,0,1,0,5,6,1,2,2,1,1,1,1,1,2,2,1,0,0
270,33815,1,3,2,0,0,2,1,0,1,0,7,6,1,2,3,1,1,1,1,1,2,3,1,0,0
271,33922,1,3,2,0,0,1,0,0,1,0,8,7,1,2,3,1,2,1,1,0,3,3,1,0,0
272,34223,3,4,2,0,0,1,1,0,1,0,9,7,1,2,3,2,2,1,1,0,3,4,2,0,0
273,34224,4,4,3,0,0,1,1,0,0,0,9,7,1,2,3,3,2,1,1,0,4,4,2,0,0
274,34516,5,4,3,0,0,1,1,0,0,0,9,8,1,2,3,4,2,1,1,1,6,5,2,0,0
275,34517,7,5,3,0,0,1,1,0,0,0,10,10,2,2,3,5,3,1,1,1,7,5,2,0,0
276,34865,8,6,3,0,0,1,1,0,0,0,13,15,2,2,4,6,4,1,1,1,8,6,2,0,0
277,34866,8,6,3,0,0,1,1,0,0,0,16,21,2,3,4,7,5,1,1,1,9,6,2,0,0
278,34868,8,6,3,0,0,1,1,0,0,0,19,27,2,4,5,9,5,1,1,1,11,7,2,0,0
279,35182,9,6,2,0,0,1,1,0,0,0,21,31,2,6,5,10,5,2,1,1,12,7,1,0,0
280,35182,10,5,2,0,0,2,1,0,0,0,21,30,2,7,5,13,5,2,1,1,13,7,1,0,0
281,35183,12,4,1,0,0,2,1,0,0,0,17,26,2,8,4,17,4,2,1,1,14,6,1,0,0
282,35485,13,3,1,0,0,3,1,0,0,0,13,20,3,9,4,21,4,2,1,1,14,4,1,0,0
283,35485,14,2,1,0,0,4,1,0,0,0,9,13,3,10,4,24,4,3,1,1,13,3,1,0,0
284,35869,14,2,1,0,0,5,1,0,0,0,6,8,5,11,4,25,4,3,1,1,11,2,1,0,0
285,35870,12,2,1,1,0,6,1,0,0,0,6,6,6,12,5,24,4,3,1,1,10,2,1,1,0
286,35871,11,2,2,1,0,6,1,0,0,0,11,5,7,14,6,22,5,3,2,1,10,3,3,1,0
287,36230,12,4,3,1,1,5,1,0,0,0,26,6,9,17,7,21,5,4,2,1,12,4,5,1,0
288,36230,15,6,4,1,1,4,1,0,0,0,51,7,11,20,9,22,6,5,2,1,17,7,8,1,1
289,36230,22,10,6,2,1,3,1,1,0,0,81,8,14,23,11,26,7,6,2,1,23,10,11,2,1
290,36483,32,13,7,2,1,2,1,1,0,0,111,9,17,24,15,31,7,7,2,1,31,13,13,3,1
291,36484,45,16,8,2,1,2,0,0,0,0,131,10,19,24,18,35,8,8,3,1,38,16,14,3,1
292,36787,57,18,8,3,1,2,0,0,0,0,135,10,19,21,19,36,7,8,3,2,42,17,13,4,1
293,36788,67,19,8,4,1,2,0,0,0,0,122,11,17,17,19,35,6,7,4,2,44,18,12,5,1
294,37113,70,18,8,4,1,2,0,0,0,0,99,12,14,12,16,30,5,6,4,2,44,17,10,6,1
295,37114,67,16,7,5,1,3,0,0,0,0,74,15,11,8,13,25,4,5,4,2,40,15,10,6,1
296,37114,57,15,8,4,1,4,0,0,0,0,53,17,8,6,9,19,4,5,4,2,34,13,9,5,1
297,37405,45,13,9,4,1,4,0,0,1,0,40,19,6,4,6,14,4,6,4,2,29,12,10,5,1
298,37406,34,12,9,3,1,4,1,1,1,0,31,20,5,3,4,12,6,8,3,1,26,12,10,4,1
299,37692,28,12,9,3,1,5,1,1,1,0,26,19,4,3,3,11,7,9,3,1,26,12,10,3,1
300,37693,28,13,9,3,1,5,1,1,1,0,20,16,3,3,2,12,9,11,3,1,30,13,10,3,1
301,37693,31,13,9,3,1,5,1,1,1,0,15,13,2,2,3,13,10,11,3,1,35,13,9,3,1
302,38054,34,14,8,4,1,4,1,1,1,0,11,9,2,2,3,14,12,11,3,1,41,14,8,4,1
303,38054,37,15,8,4,1,4,1,1,1,0,8,6,1,2,3,15,14,10,4,1,45,16,8,5,1
304,38055,39,16,8,5,1,4,1,1,1,0,6,4,1,2,3,17,16,9,4,2,47,17,9,6,1
305,38339,40,17,9,6,1,5,1,1,0,0,5,3,1,2,3,19,17,8,5,2,47,17,11,6,1
306,38339,39,17,10,6,1,5,2,1,0,0,5,3,1,2,3,22,18,8,5,2,45,18,12,6,1
307,38627,38,17,12,6,1,6,2,1,0,0,4,3,1,2,3,24,18,9,4,2,42,18,14,6,1
308,38628,37,17,13,5,1,6,2,0,0,0,4,3,1,2,3,26,17,9,4,2,40,18,15,5,1
309,38986,38,18,13,4,1,9,1,0,0,0,4,3,1,2,3,27,15,9,3,2,38,18,15,4,1
310,38986,40,19,13,4,2,15,2,0,0,0,4,3,1,2,3,25,14,9,3,2,37,17,15,4,1
311,38986,47,21,13,3,2,27,3,0,0,0,4,3,1,2,3,25,13,9,3,3,39,18,14,3,2
312,39274,58,26,14,4,2,47,5,1,0,0,7,5,1,2,3,25,15,9,3,3,44,22,14,3,2
313,39274,71,36,18,4,2,72,8,1,0,0,13,10,2,2,3,24,20,11,4,4,50,31,16,4,2
314,39559,84,52,25,5,3,96,11,1,0,0,25,17,3,2,3,23,30,16,6,4,58,46,22,5,3
315,39559,94,73,38,7,3,110,13,2,0,0,40,24,6,3,4,28,44,25,8,4,67,67,33,8,3
316,39560,100,99,55,10,3,112,13,2,0,0,60,29,9,4,5,42,59,38,11,4,79,92,50,11,3
317,39947,106,128,75,13,3,102,12,2,0,0,81,31,12,5,6,69,75,53,15,4,99,121,69,14,3
318,39947,117,157,91,15,4,84,10,2,1,0,103,29,14,7,8,103,89,68,18,4,132,149,86,17,3
319,39948,146,181,101,17,4,66,8,2,1,0,125,26,16,9,9,141,99,78,21,5,186,172,97,20,3
320,40242,197,196,102,18,5,53,5,2,1,0,146,24,16,11,11,172,103,81,23,5,253,185,99,21,4
321,40243,267,197,93,17,5,46,4,2,1,1,165,26,15,12,12,193,100,78,23,6,327,185,92,21,4
322,40533,338,182,79,16,5,44,3,2,1,1,177,32,14,13,12,200,91,70,22,6,388,169,79,20,4
323,40533,395,153,63,15,4,43,3,2,0,1,181,41,13,13,12,193,76,60,20,6,423,140,63,18,4
324,40934,424,117,49,14,4,42,2,2,0,1,172,49,13,12,10,181,57,49,17,6,426,105,49,16,4
325,40935,418,80,38,12,3,40,2,1,0,1,152,53,13,10,9,163,38,40,14,5,399,70,37,14,3
326,40935,387,50,30,11,3,37,1,1,0,1,126,54,13,9,7,155,23,32,12,5,360,43,28,12,3
327,40935,344,30,23,9,3,35,1,1,1,1,102,51,12,7,6,152,13,25,10,5,320,25,21,10,3
328,41239,305,19,18,8,3,35,1,1,1,1,88,46,11,5,5,158,9,19,9,5,298,17,16,9,3
329,41239,275,15,15,7,3,37,1,1,1,1,86,41,10,4,5,167,9,16,8,6,292,14,12,8,3
330,41552,261,13,13,7,3,39,1,1,1,1,93,35,9,4,5,180,11,13,9,6,306,13,10,8,3
331,41552,254,12,11,7,3,40,1,1,1,1,103,30,7,4,5,191,11,12,9,7,320,12,9,8,2
332,41553,251,10,11,6,2,40,1,1,1,1,109,25,6,4,5,196,12,10,8,7,330,10,9,8,2
333,41955,241,8,11,6,2,38,1,1,1,1,106,20,6,5,5,191,11,9,8,7,321,9,9,7,2
334,41955,225,7,11,5,2,33,1,1,1,1,93,16,6,5,5,176,10,7,6,7,295,8,8,5,2
335,41961,201,7,11,4,2,26,1,1,1,1,74,13,5,5,4,156,9,6,5,6,254,7,8,4,2
336,42269,174,9,12,4,2,19,2,1,1,1,53,12,5,4,4,132,9,6,4,6,209,8,9,3,2
337,42269,149,11,14,4,2,13,2,1,1,1,34,11,5,4,3,112,10,8,3,6,169,10,10,4,2
338,42583,131,15,17,5,3,9,2,1,1,1,21,11,4,3,3,99,12,12,3,6,141,12,12,5,3
339,42584,121,20,20,6,3,7,2,1,1,1,12,12,4,3,3,96,16,16,4,5,124,16,16,7,4
340,42585,118,24,24,8,3,7,2,1,1,1,7,12,4,2,4,105,22,21,5,5,117,19,20,9,4
341,42980,121,27,28,9,4,7,3,1,1,1,5,12,3,2,4,123,31,27,7,6,118,21,25,11,4
342,42980,127,29,33,9,4,7,3,1,1,1,4,13,3,2,4,145,40,33,8,6,123,24,29,12,4
343,42980,132,31,35,9,4,7,3,1,0,1,6,15,4,2,4,162,49,39,9,6,128,26,32,12,4
344,43294,135,33,36,9,4,6,2,1,0,1,10,18,4,2,3,168,54,41,10,6,129,29,32,12,4
345,43295,133,35,33,8,3,5,2,1,0,0,15,21,4,2,3,157,55,41,10,6,126,33,29,11,4
346,43313,129,36,29,7,3,4,2,1,0,1,22,23,3,2,3,134,50,37,9,6,118,36,24,10,3
347,43638,122,35,23,7,3,4,1,1,0,1,28,23,3,2,3,106,41,30,8,5,110,37,19,9,3
348,43638,114,33,17,6,2,3,1,1,0,1,32,21,2,2,3,82,31,21,7,4,101,34,13,8,2
349,44046,103,29,12,6,2,3,1,1,0,1,33,18,2,2,3,64,22,14,6,3,91,30,9,6,2
350,44048,90,25,8,5,2,3,1,1,0,1,31,14,2,2,3,54,15,8,5,2,81,25,7,6,2
351,44048,73,23,7,5,2,2,1,1,0,0,27,11,1,1,4,47,12,5,4,2,66,20,5,5,2
352,44065,56,23,6,4,2,3,1,1,0,0,23,9,1,1,4,42,11,4,3,2,52,19,5,4,2
353,44380,39,25,6,4,2,6,4,2,1,0,19,7,1,1,4,35,13,4,3,2,37,20,4,4,2
354,44380,29,28,5,3,2,13,10,3,1,0,18,6,1,2,4,28,16,4,3,2,27,24,4,3,2
355,44679,23,32,5,3,2,26,20,6,2,0,17,6,1,2,4,23,21,4,2,2,21,29,4,3,2
356,44680,21,35,5,2,1,42,32,10,2,0,18,5,2,2,3,19,26,5,2,2,19,33,4,2,1
357,44680,21,35,5,2,1,42,32,10,2,0,18,5,2,2,3,19,26,5,2,2,19,33,4,2,1
358,45094,26,36,5,2,1,70,49,15,3,0,22,4,2,3,3,22,34,6,3,2,25,38,4,2,1
359,45094,32,34,5,2,1,73,48,15,3,0,25,4,1,3,3,30,35,7,3,2,32,37,4,2,1
360,45095,41,31,6,2,2,66,41,13,3,0,32,5,1,3,2,42,34,10,4,2,42,33,4,2,2
361,45410,53,27,7,2,2,53,29,10,2,0,43,6,1,3,2,67,31,14,4,2,54,28,6,3,2
362,45410,69,22,8,3,2,38,17,7,1,0,60,9,2,3,2,106,28,19,5,2,69,22,8,3,2
363,45782,86,20,10,3,2,25,8,4,1,0,79,13,2,3,3,167,27,25,6,3,87,17,11,4,2
364,45783,86,20,10,3,2,25,8,4,1,0,79,13,2,3,3,167,27,25,6,3,87,17,11,4,2
365,45784,112,19,10,4,2,12,1,2,0,0,101,22,3,3,4,321,32,31,7,2,118,16,14,4,1
366,46169,117,20,10,4,2,9,1,1,0,0,96,26,4,3,4,380,36,29,7,2,123,17,14,4,1
367,46169,115,19,9,4,2,7,1,1,0,0,81,29,3,3,5,403,37,25,7,2,120,18,13,4,1
368,46170,113,18,9,4,2,5,1,1,0,0,60,28,3,3,5,389,35,20,6,2,110,18,12,4,2
369,46189,116,16,11,4,2,4,1,1,0,0,41,26,2,3,5,340,31,15,6,2,104,17,13,5,2
370,46517,116,16,11,4,2,4,1,1,0,0,41,26,2,3,5,340,31,15,6,2,104,17,13,5,2
371,46517,128,13,14,5,3,4,2,1,0,0,27,22,2,2,5,267,24,12,6,2,102,15,15,5,2
372,46942,150,11,16,6,3,7,2,1,0,0,19,17,2,3,5,199,18,11,6,2,113,14,17,7,2
373,46943,172,10,18,7,3,11,2,1,0,0,17,13,2,3,4,151,15,11,7,2,129,12,19,8,2
374,46943,189,10,19,7,3,14,2,1,1,0,16,11,2,3,4,125,16,12,7,2,145,11,20,8,2
375,46944,194,11,17,7,3,16,2,1,1,0,16,10,2,4,4,117,21,11,7,2,154,11,18,8,2
376,47290,181,12,14,6,2,16,2,1,1,0,14,10,2,4,4,117,26,10,6,2,149,11,15,8,2
377,47291,151,13,10,5,2,13,1,1,0,0,12,10,2,4,3,115,31,8,6,2,129,11,11,6,2
378,47636,113,12,6,4,2,9,1,1,0,0,9,9,2,4,3,112,34,6,5,3,100,10,8,5,2
379,47637,76,10,4,3,2,6,1,0,0,0,7,8,1,4,3,112,35,6,5,3,71,9,6,3,2
380,47638,47,7,3,2,2,3,1,0,0,0,6,7,1,3,3,116,33,6,5,3,47,6,5,2,2
381,48083,29,5,2,2,2,2,1,0,0,0,7,6,1,3,3,121,30,6,5,2,32,4,4,2,2
382,48084,22,4,4,2,2,2,1,0,0,0,9,7,1,3,3,127,27,9,5,3,27,4,6,2,2
383,48085,22,8,9,3,3,2,2,0,0,0,15,9,2,3,3,126,28,20,5,3,27,9,11,4,3
384,48085,25,14,12,4,4,3,2,0,0,0,19,10,3,3,3,141,35,29,5,4,29,16,15,5,4
385,48422,31,21,15,6,4,3,1,0,0,0,23,11,4,3,3,189,42,39,5,4,34,24,19,7,5
386,48423,43,28,16,7,5,2,2,1,0,0,28,13,5,3,3,279,49,48,5,5,44,33,21,8,5
387,48424,60,36,15,7,5,2,2,1,0,0,34,18,5,3,4,384,52,51,5,5,59,41,20,8,5
388,48895,79,43,14,7,4,2,2,1,0,0,42,27,6,3,4,471,51,49,5,5,77,48,17,8,4
389,48895,99,48,11,7,4,3,3,1,0,0,51,39,7,3,4,509,46,41,5,4,97,52,14,7,4
390,48896,116,53,10,6,3,3,3,1,0,0,58,52,8,3,5,482,39,30,5,4,115,55,11,6,3
391,49288,131,58,10,5,2,3,3,1,0,0,61,62,8,3,5,401,33,19,5,3,132,57,10,5,2
392,49289,145,62,11,5,2,3,3,1,0,0,59,66,8,3,5,300,31,12,5,3,150,59,10,5,2
393,49289,159,66,13,5,2,4,3,1,0,0,55,64,7,3,5,216,36,9,5,3,168,61,12,5,2
394,49665,173,69,16,6,2,5,3,1,0,0,50,58,6,2,5,166,47,10,5,3,184,65,14,5,2
395,49666,187,71,18,7,2,6,4,1,0,0,48,52,6,2,4,159,63,12,5,3,195,69,17,6,3
396,49666,198,73,21,8,3,17,9,1,1,0,50,48,6,2,4,178,82,15,6,4,201,73,21,7,3
397,49688,212,74,25,9,3,84,28,4,1,1,56,47,7,2,4,197,102,18,8,5,201,76,25,8,4
398,50117,234,75,28,10,4,282,78,12,2,1,61,47,7,2,4,210,118,20,10,6,208,79,27,9,5
399,50117,274,76,31,11,5,657,168,27,3,2,62,47,7,3,4,207,129,21,12,7,236,82,29,10,6
400,50118,343,81,33,13,7,1179,288,47,6,4,58,47,7,3,4,203,134,22,14,9,299,88,29,12,7
